Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per Trade,Average Loss per Trade,Risk Reward Ratio,Expectancy,Average ROR per Trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,76.09542483660131,-105.54375,0.720984661210174,87.44899598393575,-0.033890415414560615,-4.8228553224716,-0.0827213744359735,-8.27213744359735,-0.033890415414560615,0.4096935724972977
